"","SKA03_27","SKA03_28","SKA03_29","SKA03_46","SKA03_48","SKA03_49"
"STMN1",4275,2890,3039,5140,4977,4712
"SNRPFP2",4,0,0,0,0,0
"RPL39P7",0,4,0,1,0,1
"MIR3917",0,0,0,0,0,0
"LOC105376885",0,0,0,0,0,0
"PAFAH2",720,386,334,664,630,610
"LOC101928216",3,2,0,0,0,0
"EXTL1",4,2,0,2,1,0
"SLC30A2",22,14,18,3,14,20
"LOC105376910",0,2,0,0,0,0
"TRIM63",0,0,0,2,0,0
"PDIK1L",220,62,86,196,149,186
"LOC105376886",0,0,0,4,0,0
"FAM110D",2,0,2,2,0,0
"C1orf232",0,0,0,0,0,0
"ZNF593",1218,1723,1537,1186,1273,1214
"CNKSR1",18,4,4,28,24,30
"CATSPER4",0,0,0,0,0,0
"LOC100420494",0,0,0,0,0,0
"ZPLD2P",4,10,2,8,8,6
"CEP85",1116,299,239,1000,690,851
"SH3BGRL3",2186,1909,1874,2493,2258,2317
"UBXN11",303,320,278,260,328,289
"CD52",7,3,2,0,2,0
"CRYBG2",4557,1682,1340,3438,2915,3216
"RPL34P4",6,6,0,2,0,0
"ZNF683",0,1,0,0,1,0
"LIN28A",4,4,0,0,0,2
"DHDDS",1362,691,619,1353,1321,1225
"RPL17P9",7,0,0,0,0,2
"DHDDS-AS1",10,7,3,3,0,0
"HMGN2",14974,6787,7851,17008,16350,14903
"DPPA2P2",0,0,0,0,0,0
"RPS6KA1",0,0,0,0,0,0
"MIR1976",0,0,0,0,0,0
"RN7SL679P",0,0,0,0,0,0
"LOC105376888",68,27,24,1,4,7
"LOC101928728",78,22,18,13,12,14
"ARID1A",6695,2833,2360,3719,2831,3261
"PIGV",427,150,174,310,355,342
"ZDHHC18",1463,760,662,1436,1178,1185
"SFN",3186,2792,2550,4262,3856,3794
"GPN2",1272,800,805,1191,1144,1068
"GPATCH3",1095,831,871,924,963,768
"NUDC",7684,7787,8112,8759,8606,7928
"NR0B2",25,38,18,22,30,16
"KDF1",777,328,466,697,560,636
"RPL12P13",0,0,0,0,0,0
"RPL32P6",0,0,0,0,0,0
"OSTCP2",0,0,0,0,0,2
"TRNP1",1638,828,984,2049,1622,1782
"TENT5B",1122,594,540,718,602,534
"LOC101928391",0,0,0,0,0,0
"SLC9A1",1330,573,467,1058,858,923
"LOC102723760",0,0,0,0,0,0
"RPL18AP5",0,0,0,0,0,0
"CHCHD3P3",2,0,4,0,6,0
"SNRPEP7",0,0,0,0,0,0
"LOC105376890",0,0,0,0,0,0
"WDTC1",482,156,118,471,408,348
"TMEM222",804,572,531,613,666,686
"ACTG1P20",20,10,8,6,2,14
"RNU6-48P",0,0,0,0,0,0
"SYTL1",214,162,126,206,159,191
"MAP3K6",403,217,118,243,272,345
"FCN3",0,0,0,0,0,0
"CD164L2",0,0,0,0,0,0
"GPR3",74,38,42,76,38,71
"WASF2",4127,1751,1635,3310,2983,3168
"LOC105376892",0,0,0,0,0,0
"AHDC1",611,195,178,325,234,312
"FGR",0,0,0,0,0,0
"LOC729973",0,0,2,8,2,2
"LINC02574",0,0,0,0,0,0
"IFI6",654,620,608,690,736,572
"FAM76A",459,219,254,361,259,262
"RPEP3",4,0,0,0,0,0
"STX12",1311,470,435,1206,1162,1268
"PPP1R8",2029,602,661,2056,1914,1892
"SCARNA1",5,0,2,0,0,0
"THEMIS2",8,2,6,10,14,22
"RPA2",2377,1458,1424,2535,2336,2389
"SMPDL3B",277,90,109,356,388,352
"XKR8",668,330,310,698,605,606
"EYA3",1124,306,364,984,697,766
"SPCS2P4",44,8,14,48,80,56
"LOC100131223",0,0,0,0,0,0
"RNU7-29P",0,0,0,0,0,0
"PTAFR",13,6,12,23,8,12
"DNAJC8",2758,1794,2038,3274,2943,2888
"ATP5IF1",0,0,0,0,0,0
"SESN2",0,0,0,0,0,0
"MED18",0,0,0,0,0,0
"PHACTR4",2233,1214,1073,1452,1161,1375
"SNHG3",530,556,536,349,269,290
"RCC1",5683,3007,2754,5531,5410,5288
"SNORA73A",170,76,63,91,43,51
"SNORA73B",173,69,56,114,39,41
"PRDX3P2",8,10,12,6,0,2
"TRNAU1AP",511,456,384,505,408,389
"SNHG12",222,225,230,121,91,122
"SNORD99",6,18,19,5,6,15
"SNORA61",0,0,0,0,0,0
"SNORA44",8,0,0,1,0,0
"SNORA16A",13,2,0,9,1,1
"RAB42",157,134,97,98,137,144
"TAF12",384,213,193,434,402,420
"LINC01715",2,2,0,2,4,2
"RNU11",0,0,0,0,0,0
"GMEB1",302,146,134,192,220,260
"YTHDF2",3297,1777,1682,2872,2704,2860
"OPRD1",2,10,0,2,0,2
"EPB41",1299,298,171,1085,729,820
"RPL27P4",2,0,0,0,0,0
"TMEM200B",10,0,0,0,2,4
"SRSF4",2777,900,920,2417,2373,2109
"MECR",447,210,277,419,364,432
"PTPRU",969,454,316,878,966,888
"LINC01756",0,0,0,0,0,2
"LOC107984933",0,0,0,0,0,0
"LOC107984934",0,0,0,0,0,0
"LINC01648",0,0,0,0,0,0
"LOC105378617",0,0,0,0,0,0
"LOC105378618",0,0,0,0,0,0
"MATN1",2,6,2,0,0,4
"MATN1-AS1",4,2,0,8,0,2
"LAPTM5",16,6,8,22,18,12
"MIR4420",0,0,0,0,0,0
"LOC105378620",1,0,0,2,0,0
"LOC105378621",0,0,0,0,0,0
"LINC01778",0,0,2,4,0,0
"LOC400748",0,0,0,0,0,0
"SDC3",203,68,86,200,196,224
"PUM1",4425,1505,1405,3129,2488,2777
"SNORD103A",2,0,1,5,0,1
"SNORD103B",2,0,0,2,2,4
"SNORD103C",3,0,0,0,0,0
"LOC107985097",12,4,3,0,0,4
"RPL21P22",0,0,0,0,0,0
"LOC107984935",0,0,2,0,2,0
"NKAIN1",4,0,2,0,6,4
"SNRNP40",2465,1230,1451,2678,2421,2354
"ZCCHC17",1206,1178,1185,1343,1256,1159
"FABP3",13,10,15,15,8,10
"LOC105378623",0,0,0,0,0,0
"LOC107985470",3,0,0,4,0,1
"SERINC2",1769,1118,916,2276,1953,2038
"LOC105378625",4,0,1,2,0,0
"LOC105379772",3,2,0,0,0,0
"RNU6-40P",0,0,0,0,0,0
"LDC1P",2,0,4,0,2,0
"LINC01226",4,0,0,0,2,0
"LOC105378626",180,92,114,208,135,183
"TINAGL1",2683,862,794,3092,2736,2730
"HCRTR1",0,0,0,0,0,0
"PEF1",861,775,693,1122,961,971
"PEF1-AS1",1,1,1,1,2,0
"LOC105378628",2,2,0,0,1,2
"COL16A1",6,2,6,2,5,2
"LOC101929444",0,0,0,0,2,0
"ADGRB2",4,13,0,12,2,9
"MIR4254",0,0,0,0,0,0
"SPOCD1",18,16,26,32,24,50
"PTP4A2",6336,3594,3799,6173,5482,5428
"KHDRBS1",7209,3069,3279,6818,6798,7069
"TMEM39B",521,249,190,478,388,410
"MIR5585",0,0,0,0,0,0
"KPNA6",6051,3858,3470,4828,3622,3842
"TXLNA",4884,1872,1617,4285,3291,3221
"CCDC28B",36,94,88,46,50,56
"TMEM234",114,78,90,103,65,70
"IQCC",152,131,120,154,142,172
"DCDC2B",6,11,2,7,0,0
"EIF3I",7056,4632,4853,8982,8493,8056
"MTMR9LP",13,5,0,2,12,3
"FAM167B",0,4,0,0,0,0
"LCK",12,4,2,12,14,10
"HDAC1",4919,1995,1962,5764,5501,5021
"MARCKSL1",5969,3414,3634,6981,6502,6447
"LOC105378629",4,0,0,1,0,0
"TSSK3",22,12,6,0,0,0
"FAM229A",28,9,6,8,0,10
"BSDC1",1302,467,445,1144,1040,1010
"GAPDHP20",0,0,0,0,0,0
"LRRC37A12P",0,0,0,0,0,0
"ZBTB8B",0,2,0,2,0,0
"ZBTB8A",132,82,72,117,120,136
"LOC102723870",2,1,6,2,2,0
"ZBTB8OS",582,533,511,719,685,580
"RBBP4",4836,727,808,4473,4313,4502
"SYNC",1,0,0,2,1,0
"KIAA1522",6442,2338,1959,4894,4257,4329
"YARS1",5645,2580,2682,6330,5878,5897
"S100PBP",671,217,182,442,416,424
"FNDC5",56,36,48,38,34,30
"LOC105378631",0,0,0,0,0,0
"HPCA",0,2,0,0,0,0
"TMEM54",1180,1129,886,1402,1285,1246
"LOC105378632",3,0,4,1,2,2
"RNF19B",1061,418,401,1049,1026,966
"LOC107984936",4,0,0,0,0,0
"RPL18AP4",0,0,0,2,0,0
"LOC100419257",0,0,0,0,0,0
"AK2",6277,3354,3399,7384,7693,7158
"LOC105378635",0,0,0,0,0,0
"AZIN2",14,8,7,6,4,2
"LOC112268224",4,1,0,0,0,2
"TRIM62",76,36,22,72,62,54
"ZNF362",242,143,104,204,216,211
"A3GALT2",0,0,0,0,0,0
"PHC2",2165,1155,1108,2065,2127,2050
"MIR3605",0,0,0,2,0,0
"PHC2-AS1",6,0,2,8,5,2
"ZSCAN20",365,138,117,200,177,210
"LOC100422287",0,0,2,0,0,0
"CSMD2",0,0,0,0,0,2
"LOC105378638",0,0,0,0,0,0
"HMGB4",0,0,0,0,0,0
"CSMD2-AS1",0,0,0,0,0,0
"C1orf94",0,0,0,0,0,0
"LOC105378639",0,0,0,0,0,0
"LOC105378640",0,0,0,0,0,0
"LOC105378641",2,0,0,3,4,8
"MIR552",0,0,0,0,0,0
"LOC105378642",0,0,2,0,0,0
"GJB5",0,0,0,0,2,0
"GJB4",6,0,6,10,8,8
"GJB3",31,12,10,44,66,80
"GJA4",0,0,0,0,0,0
"SMIM12",1276,794,780,1229,1110,1148
"DLGAP3",34,14,8,20,30,38
"LOC653160",19,0,0,8,2,8
"TMEM35B",521,241,246,502,555,564
"ZMYM6",340,66,60,257,210,194
"ZMYM1",879,249,221,600,476,528
"EFCAB14P1",2,0,0,0,0,0
"LOC105378644",0,0,2,0,0,0
"SFPQ",15772,6944,7130,14050,12557,12950
"ZMYM4",2421,481,448,1542,1257,1366
"RPL5P4",18,26,14,4,6,6
"ZMYM4-AS1",11,4,0,1,0,4
"KIAA0319L",2021,1368,1245,1963,1581,1632
"NCDN",1174,226,291,1099,1032,1096
"TFAP2E",5,2,2,6,0,6
"TFAP2E-AS1",6,0,6,0,0,0
"PSMB2",4612,3154,3334,5136,4762,4799
"LOC105378646",0,0,0,0,0,0
"C1orf216",645,308,371,572,725,594
"CLSPN",2996,2530,2423,2484,1863,2019
"AGO4",210,33,44,114,84,128
"AGO1",3714,1050,970,3033,2225,2489
"AGO3",1064,246,258,544,433,466
"LOC105378647",0,0,0,0,0,0
"TEKT2",6,0,0,0,0,0
"ADPRS",1046,643,694,1097,864,828
"COL8A2",11,0,0,10,0,0
"TRAPPC3",1454,1070,1047,1822,1680,1547
"MAP7D1",2507,1672,1430,2368,1990,2185
"THRAP3",8954,3503,3182,7839,6737,6458
"SH3D21",279,111,132,215,172,204
"EVA1B",207,173,146,160,164,120
"STK40",2243,841,705,2032,1759,2024
"LSM 10.00",434,432,470,568,578,543
"OSCP1",16,16,10,12,10,8
"SNORA63C",0,0,0,0,0,0
"LOC107984940",0,2,0,0,0,0
"MRPS15",2562,1672,1839,2978,2827,2808
"CSF3R",10,4,2,20,4,16
"LOC107984941",0,0,0,0,0,0
"LOC105378648",0,0,0,0,0,0
"GRIK3",0,0,0,0,0,0
"MIR4255",0,0,0,0,0,0
"LOC107984942",0,0,0,0,0,0
"LINC01137",28,26,32,40,46,38
"ZC3H12A",555,150,163,134,157,118
"MIR6732",0,0,0,0,0,2
"MEAF6",1631,521,694,1607,1452,1457
"MIR5581",0,1,0,0,0,0
"LOC105378649",6,5,7,0,0,0
"SNIP1",686,280,217,474,433,385
"FTH1P1",10,0,0,2,0,0
"RPS27P9",0,2,6,0,0,0
"DNALI1",14,5,2,2,2,3
"GNL2",3364,1552,1509,3653,3270,3343
"RSPO1",0,16,0,0,0,0
"C1orf109",1231,262,270,1258,1104,1186
"CDCA8",3243,1038,1072,3302,2891,2927
"EPHA10",433,184,182,366,292,356
"LOC105378650",0,0,0,0,1,0
"ACTN4P2",0,2,0,0,0,0
"LOC100129497",0,0,0,0,0,0
"MANEAL",3287,1146,1177,3335,2967,3096
"YRDC",901,425,478,866,807,784
"C1orf122",1252,1071,979,1356,1365,1410
"MTF1",1439,619,534,878,693,801
"INPP5B",392,155,174,233,217,219
"LOC105378651",0,0,0,2,2,0
"SF3A3",4460,2355,2422,4909,4659,4646
"RNU6-510P",2,0,4,0,1,0
"FHL3",390,182,194,397,445,444
"UTP11",1572,794,932,1972,1822,1759
"POU3F1",0,0,0,2,0,0
"MIR3659HG",0,0,0,0,0,0
"MIR3659",0,0,0,0,0,0
"LINC02786",0,0,0,0,0,0
"LOC105378654",0,0,0,0,0,0
"LINC01343",0,0,0,0,0,0
"LOC105378657",0,0,0,0,0,0
"LOC107984943",0,0,0,0,0,0
"LINC01685",0,0,0,0,0,0
"LOC105378658",0,0,0,0,0,0
"LOC105378660",0,0,0,0,0,0
"HSPA5P1",4,0,0,2,8,2
"RRAGC",944,381,432,734,623,694
"MYCBP",0,0,0,0,0,0
"GJA9-MYCBP",2,1,0,0,0,0
"LOC105378663",0,0,0,0,0,1
"GJA9",0,0,0,0,0,0
"RHBDL2",4,2,0,0,0,0
"LOC105378662",0,0,0,0,3,1
"EIF1P2",0,0,0,0,0,0
"AKIRIN1",2737,860,900,2756,2491,2532
"NDUFS5",2147,3643,3346,2757,2948,2543
"MACF1",7635,1874,1580,4288,2554,3344
"HSPE1P8",3,1,2,0,0,3
"KIAA0754",531,116,93,344,166,246
"BMP8A",163,44,38,91,70,93
"OXCT2P1",14,8,2,4,7,5
"PPIEL",31,13,6,6,2,1
"PABPC4",6847,4482,4515,5963,5508,5795
"PABPC4-AS1",18,1,0,6,1,2
"SNORA55",10,3,2,0,2,6
"HEYL",144,56,46,82,104,96
"NT5C1A",0,0,0,0,0,0
"HPCAL4",0,2,0,0,2,0
"LOC100128091",0,0,0,0,0,0
"PPIE",1018,586,645,1039,1030,1155
"BMP8B",360,137,149,348,275,354
"OXCT2",53,10,34,42,60,39
"BMP8B-AS1",8,0,0,0,0,0
"LOC101929536",3,0,0,4,0,0
"LOC105378951",11,2,10,11,5,6
"LINC02811",2,2,2,0,0,2
"LOC105378665",1,2,0,1,0,0
"LOC105378667",0,0,0,0,0,0
"TRIT1",934,312,375,759,984,765
"MYCL",37,18,6,35,26,16
"MYCL-AS1",2,0,0,0,1,1
"MFSD2A",36,16,22,34,30,26
"RPS2P12",0,0,0,0,0,8
"LOC105378669",3,0,2,2,0,0
"CAP1",5097,573,575,5542,5308,5392
"PPT1",5204,1776,1954,6036,6134,5646
"OAZ1P1",0,0,0,0,0,0
"LOC105378671",0,1,0,0,0,0
"RLF",2218,418,435,1264,950,1166
"TMCO2",0,0,2,0,0,0
"ZMPSTE24",3816,939,1244,4514,4748,5064
"COL9A2",0,0,2,2,2,2
"RPL21P20",0,0,0,0,0,0
"LOC107984945",0,0,0,0,0,0
"SMAP2",489,194,236,441,426,426
"ZFP69B",74,26,19,58,50,60
"ZFP69",121,23,38,106,132,140
"LOC105378672",27,25,30,18,4,8
"EXO5",256,128,138,203,238,196
"ZNF684",108,22,46,112,76,84
"LOC100328982",0,2,2,0,0,0
"LOC105378673",0,0,0,0,0,0
"RIMS3",12,6,6,22,13,14
"LOC105378675",0,0,0,0,0,0
"LOC105378674",0,0,0,0,0,0
"NFYC-AS1",26,24,7,0,11,8
"NFYC",1403,643,667,1356,1168,1201
"MIR30E",0,0,0,0,0,0
"MIR30C1",0,0,0,1,0,0
"KCNQ4",2,0,2,10,0,2
"LOC105378676",0,0,0,0,0,0
"CITED4",212,88,146,130,142,162
"UBE2V1P8",0,0,0,0,0,0
"CTPS1",5522,1652,1807,5006,4702,4859
"SLFNL1-AS1",150,68,36,21,14,28
"SLFNL1",139,77,57,69,12,36
"SCMH1",631,313,249,487,501,452
"RPL23AP17",2,4,0,0,0,0
"RPL36AP9",0,0,0,0,0,0
"FOXO6",0,0,0,0,0,0
"FOXO6-AS1",0,0,0,0,0,0
"LOC105378678",0,0,0,0,0,0
"EDN2",15,2,10,2,2,10
"HIVEP3",70,6,22,40,10,20
"GUCA2B",10,0,4,24,22,18
"GUCA2A",104,192,144,120,134,87
"FOXJ3",2880,564,637,1756,1506,1960
"RIMKLA",342,212,234,358,362,364
"RPS15AP8",2,2,0,1,0,0
"ZMYND12",0,4,0,0,4,4
"CCDC30",14,6,0,10,1,7
"PPCS",798,604,648,884,1004,956
"RPS3AP11",4,0,0,0,0,0
"TMSB4XP1",0,0,0,0,0,0
"RNU6-536P",1,0,0,0,0,0
"PPIH",903,801,903,1053,1008,939
"YBX1",38154,20968,23906,44576,42614,40908
"CLDN19",10,20,0,12,12,2
"P3H1",767,308,347,746,677,678
"C1orf50",390,278,252,313,363,303
"TMEM269-DT",4,0,1,0,0,0
"TMEM269",2,4,8,2,0,3
"LOC107984946",4,0,2,2,0,0
"SVBP",236,278,215,214,236,250
"ERMAP",188,86,77,207,180,151
"ZNF691",279,121,230,222,173,222
"LOC339539",2,0,0,0,0,2
"LOC100420252",0,0,0,0,0,0
"MKRN8P",2,0,0,0,0,2
"ATP6V1E1P1",0,0,0,0,0,0
"SLC2A1",12499,4311,4376,16443,16744,17492
"SLC2A1-AS1",16,17,22,37,20,16
"RNU6-880P",0,0,0,0,0,0
"FAM183A",16,21,15,14,7,9
"EBNA1BP2",4836,3237,3396,6146,5740,5698
"MIR6733",0,0,0,2,1,0
"CFAP57",63,15,13,59,34,29
"LOC105378685",0,4,4,0,0,0
"TMEM125",366,232,202,347,408,289
"C1orf210",209,134,80,261,244,228
"TIE1",2,0,0,2,0,2
"MPL",11,4,6,14,4,18
"LOC105378687",44,30,18,25,21,18
"CDC20",7015,3861,3548,7623,6744,6453
"ELOVL1",3796,2118,2177,4384,3783,3733
"MIR6734",0,0,0,0,0,0
"LOC112268225",25,36,16,8,5,6
"MED8",1302,598,654,1222,1181,1218
"MED8-AS1",2,2,4,0,0,0
"SZT2",618,203,155,303,229,266
"SZT2-AS1",0,0,0,0,0,0
"MIR6735",0,0,0,0,0,0
"HYI",0,0,0,0,0,0
"PTPRF",15124,4613,3969,13581,11002,12361
"KDM4A",1533,433,376,1286,1080,1117
"KDM4A-AS1",35,15,24,19,10,9
"ST3GAL3",83,58,40,65,48,57
"ST3GAL3-AS1",0,0,3,0,0,0
"MIR6079",1,0,0,0,0,0
"SHMT1P1",0,0,0,2,0,0
"ARTN",6,5,8,14,8,6
"LOC105378688",10,12,8,0,6,4
"LOC101929609",8,11,21,10,12,10
"IPO13",743,313,377,735,696,720
"DPH2",2000,543,758,2256,2244,2080
"ATP6V0B",2150,1762,1774,2614,2857,2464
"B4GALT2",1899,1164,1057,1939,1604,1521
"CCDC24",102,91,77,126,94,84
"SLC6A9",545,173,130,596,460,497
"LOC107984948",4,8,6,2,2,4
"KLF17",2,6,0,0,0,0
"KRT8P47",12,0,0,2,0,0
"LOC100129492",4,10,6,6,2,4
"KLF18",4,0,0,0,0,0
"DMAP1",917,958,723,781,878,842
"ERI3",1074,753,709,1226,1088,978
"ERI3-IT1",20,19,7,3,7,3
"SNORA110",5,0,0,0,0,0
"RNF220",1553,835,891,1504,1478,1306
"LOC107984951",0,0,0,0,2,0
"MIR5584",0,0,0,0,0,0
"LOC107984950",12,28,7,14,4,11
"TMEM53",42,22,26,31,44,26
"SNORD145",0,0,0,0,0,0
"ARMH1",0,1,0,0,0,0
"LOC105378690",0,0,0,5,2,3
"RNU5F-1",2,0,0,0,0,2
"RNU5D-1",6,0,0,0,0,0
"KIF2C",4161,1658,1718,3970,3673,3619
"SNORD160",3,0,5,1,0,0
"RPS8",26469,31380,31328,31752,30445,29082
"SNORD55",21,7,7,17,15,27
"SNORD46",8,1,5,1,2,4
"SNORD38A",2,0,6,3,2,0
"SNORD38B",21,22,24,17,21,20
"RPS15AP11",7,4,0,6,2,3
"BEST4",8,9,0,2,0,6
"PLK3",292,95,138,175,166,212
"TCTEX1D4",4,4,2,10,4,2
"BTBD19",21,2,10,5,2,6
"LOC107984952",2,6,2,0,2,0
"PTCH2",2,0,0,4,6,6
"EIF2B3",914,551,606,1101,1155,945
"CCNB1IP1P1",8,0,8,2,4,4
"PPIAP35",4,4,10,3,2,0
"MRPS17P1",17,0,0,2,2,6
"HECTD3",1717,744,603,1648,1419,1544
"UROD",1031,878,919,1301,1263,1187
"ZSWIM5",37,6,14,42,10,12
"OSTCP5",0,0,0,2,0,0
"LOC105378691",0,1,0,2,0,1
"LINC01144",0,0,0,0,0,0
"HPDL",1497,664,698,1604,1662,1426
"MUTYH",465,341,273,501,478,440
"TOE1",1097,457,670,1169,1063,977
"TESK2",205,54,62,145,110,116
"CCDC163",62,8,26,70,44,38
"MMACHC",513,289,282,611,612,456
"PRDX1",8357,3989,4612,9968,10599,9353
"HMGB1P48",0,3,0,0,0,0
"AKR1A1",1453,913,978,1621,1625,1487
"NASP",5084,4533,4372,4773,4437,4371
"CCDC17",27,12,12,6,4,6
"GPBP1L1",2332,663,662,1792,1724,1776
"RPS15AP10",6,14,18,6,4,0
"RPL7AP16",21,6,6,9,12,5
"TMEM69",715,188,258,783,898,785
"IPP",335,138,138,287,298,281
"LOC105378693",0,0,0,0,0,0
"RPL6P1",0,0,0,0,0,0
"MAST2",4015,1211,1117,3023,2481,2668
"TMA16P2",5,2,0,0,0,0
"LOC105378694",49,14,12,37,14,2
"PIK3R3",36,2,6,15,7,16
"P3R3URF-PIK3R3",0,0,0,0,0,0
"LOC101929626",1,0,0,0,0,0
"TSPAN1",121,98,93,343,335,257
"P3R3URF",0,0,0,0,0,0
"POMGNT1",1090,485,461,1223,1160,1144
"LURAP1",0,0,0,0,0,0
"RAD54L",1027,479,494,868,784,797
"LRRC41",1905,575,515,1672,1648,1645
"UQCRH",3541,3795,4106,4785,4762,4490
"NSUN4",780,456,472,657,592,640
"FAAH",239,163,195,222,164,210
"FAAHP1",0,0,0,0,0,0
"LINC01398",0,0,0,0,6,0
"DMBX1",2,2,0,2,0,0
"TMEM275",0,0,0,0,0,0
"MKNK1-AS1",10,0,14,0,0,1
"KNCN",0,0,0,0,0,0
"MKNK1",732,277,286,547,536,521
"MOB3C",106,52,56,98,69,97
"LOC105378697",0,0,0,1,0,0
"ATPAF1",1311,519,593,1243,1268,1146
"TEX38",2,0,0,6,0,0
"EFCAB14-AS1",0,2,3,0,2,0
"EFCAB14",3559,626,639,2755,2372,2805
"LOC105378698",7,1,0,4,0,0
"LOC105378699",1,0,0,0,0,0
"CYP4B1",0,0,0,4,12,2
"CYP4Z2P",0,0,0,0,0,0
"CYP4A11",0,0,0,2,0,2
"CYP4X1",145,38,68,90,132,136
"CYP4A26P",0,0,0,0,0,0
"CYP4Z1",0,0,0,0,0,0
"CYP4A22",0,4,0,4,0,0
"LOC105378701",8,0,4,2,0,6
"LINC00853",6,22,12,2,0,4
"PDZK1IP1",25,30,16,24,10,20
"TAL1",62,12,27,52,46,60
"STIL",2083,322,361,1295,1209,1254
"CMPK1",3968,1238,1336,3821,3891,4189
"LINC01389",20,8,4,9,13,17
"FOXE3",0,2,2,0,0,0
"FOXD2-AS1",201,86,98,153,158,114
"FOXD2",177,134,110,120,130,112
"RPL21P24",0,0,0,0,0,0
"LINC01738",0,0,0,0,3,0
"TRABD2B",110,18,24,44,62,66
"LINC02794",11,11,6,30,9,18
"CYP46A4P",0,0,0,0,0,0
"SKINT1L",6,0,0,0,0,0
"SLC5A9",64,34,27,110,86,53
"SPATA6",19,12,2,25,6,4
"PPP1R8P1",0,0,0,0,0,0
"LOC644462",4,6,0,8,4,8
"AGBL4",0,0,0,0,0,0
"BEND5",0,0,0,0,0,0
"LOC105378706",0,0,0,0,0,0
"AGBL4-AS1",0,0,0,0,0,0
"AGBL4-IT1",0,0,0,0,0,0
"LOC107984954",0,0,0,0,0,0
"ZNF859P",0,0,0,0,0,0
"LOC105378708",0,0,0,0,0,0
"ELAVL4",0,2,2,0,0,0
"LOC105378709",0,0,0,0,0,0
"ELAVL4-AS1",0,0,0,0,0,0
"LOC105378711",0,0,2,0,0,0
"LOC105378710",0,0,0,0,0,0
"LINC02808",0,0,0,0,0,0
"RPS2P11",0,0,0,0,0,0
"FCF1P6",0,0,0,0,0,0
"DMRTA2",236,144,88,193,214,196
"LOC105378714",6,0,2,4,0,3
"FAF1",2056,836,819,1900,1742,1843
"FAF1-AS1",51,33,12,11,10,6
"PHBP12",8,8,1,3,0,0
"MRPS6P2",10,0,6,0,0,0
"LOC112268262",19,6,2,2,0,3
"CDKN2C",208,84,102,178,220,164
"MIR4421",0,0,0,0,0,0
"MIR6500",0,0,0,0,0,0
"C1orf185",0,0,0,0,0,0
"CFL1P2",0,0,0,0,0,0
"LINC01562",5,0,0,0,0,0
"LOC107985472",0,0,0,0,0,0
"RNF11",2027,718,679,1664,1571,1655
"RPS2P8",12,4,3,10,0,0
"TTC39A",997,415,430,874,853,911
"LOC105378717",8,4,0,0,1,0
"TTC39A-AS1",2,0,2,2,0,0
"EPS15",1804,290,369,1281,1164,1278
"LOC100422413",14,0,0,6,0,4
"EPS15-AS1",17,4,12,4,0,2
"CALR4P",2,2,0,2,0,5
"LOC105378719",2,0,0,0,0,5
"OSBPL9",2659,506,536,2397,2438,2314
"NRDC",3718,1406,1289,3331,3185,3230
"LOC105378721",0,10,5,1,0,0
"MIR761",0,0,0,0,0,0
"TSEN15P2",6,0,4,0,0,0
"RAB3B",4361,1488,1546,3364,2358,2774
"RPS26P14",0,0,1,0,0,1
"RN7SL290P",0,0,0,0,0,0
"TXNDC12",2089,1042,1165,2556,2616,2584
"KTI12",0,0,0,0,0,0
"TXNDC12-AS1",1,2,0,4,0,2
"BTF3L4",2185,827,937,1886,1587,1808
"LOC107984956",2,0,0,0,0,0
"ZFYVE9",1701,389,416,1240,1039,1128
"RN7SL788P",0,0,0,1,0,0
"LOC724060",12,9,26,0,1,0
"PDCL3P6",3,2,4,2,0,0
"DNAJC19P7",0,3,3,0,0,0
"ANAPC10P1",4,10,2,0,0,2
"CC2D1B",1264,502,567,1066,803,823
"PLA2G12AP1",0,0,0,2,1,2
"ORC1",1057,347,404,828,858,808
"PRPF38A",1932,865,878,1766,1698,1584
"TUT4",1486,285,227,885,718,884
"LOC105378723",17,26,4,2,0,2
"EEF1GP7",0,0,1,0,0,2
"GPX7",390,278,228,345,374,333
"SHISAL2A",130,145,159,167,109,120
"COA7",2273,1136,1058,2238,2101,2019
"NDUFS5P3",0,0,2,0,0,0
"ZYG11B",2353,550,521,1546,1258,1431
"RPS13P2",2,6,8,10,10,8
"ZYG11A",10,2,10,4,0,2
"ECHDC2",0,0,5,6,0,0
"LOC112268226",2,0,0,0,0,0
"SCP2",1884,471,515,1965,2081,1996
"H3P2",0,0,0,0,0,0
"RRAS2P1",9,4,4,2,2,4
"TUBBP10",15,7,0,4,0,6
"PODN",0,0,2,0,0,0
"HIGD1AP11",0,0,0,0,0,0
"SLC1A7",3,2,1,1,0,2
"LOC105378724",4,0,6,1,0,0
"CPT2",863,258,205,806,783,783
"CZIB",512,333,411,583,593,527
"MAGOH",1744,1323,1555,2311,2318,2132
"LOC100507564",2,2,0,5,3,6
"LRP8",443,96,135,345,215,331
"LOC105378728",5,0,6,2,4,0
"LOC105378726",114,32,35,36,18,11
"LINC01771",0,0,0,0,0,0
"LOC105378731",2,8,2,0,0,6
"LOC105378730",0,1,0,0,4,6
"LINC02812",0,0,0,0,0,0
"SLC25A3P1",0,0,0,0,0,0
"LOC105378733",0,0,0,0,0,0
"DMRTB1",0,0,0,0,0,0
"GLIS1",0,0,0,0,0,0
"NDC1",5865,1334,1492,5105,5105,5514
"RPL37P7",0,0,0,0,0,0
"YIPF1",532,264,332,552,565,560
"DIO1",48,9,15,29,22,10
"HSPB11",1527,1168,1230,1624,1600,1554
